,marital,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,edu_primary,edu_secondary,edu_tertiary,edu_unknown,housing,loan,po_failure,po_other,po_success,po_unknown,cont_cellular,cont_telephone,cont_unknown,age,default,balance,duration,campaign,pdays,previous,deposit
3115,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.44604389035062025,-0.1243657856067806,0.7466742341481248,-0.6975221423703639,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
3790,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.318283685609897,-0.1243657856067806,0.18706874437193965,0.13031214549104655,-0.5533358305150782,1.2104298029022367,1.3602318948352023,1
8545,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0.613578894954288,-0.1243657856067806,-0.08885861623792449,-0.8503974638221227,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,0
8446,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,-0.9486489041616234,-0.1243657856067806,1.3689059338604814,0.09569886516234648,-0.5533358305150782,0.798653209068993,0.07108203045116027,0
2439,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0.9780036487805552,-0.1243657856067806,-0.47763716702980047,3.1157075738414295,-0.5533358305150782,0.42347897913203747,0.5007986519125076,1
10599,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1.2293061556860567,-0.1243657856067806,0.2794579055649054,-0.7523265028908057,1.6325079819030606,-0.4824295273010987,-0.35863459101018713,0
2528,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.47539863496955215,-0.1243657856067806,-0.19054869969863847,0.18511650601148838,-0.5533358305150782,3.2144092262240225,1.7899485162965496,1
1096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.8104686441768876,-0.1243657856067806,-0.3554850545800404,1.719638600583859,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
8948,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,-0.1947413834451187,-0.1243657856067806,0.60561024642061,-0.6715621821238389,-0.5533358305150782,0.36857543328760495,1.3602318948352023,0
9839,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.5298113926524541,-0.1243657856067806,-0.18496814633798953,-0.060060896316803926,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
4065,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.3622763880487864,-0.1243657856067806,-0.4147009263513708,1.116790634858999,-0.5533358305150782,0.3502742513394608,1.7899485162965496,1
10342,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.3968411602897246,-0.1243657856067806,1.1010393725493324,-0.4984957804803384,1.2682006798333707,-0.4824295273010987,-0.35863459101018713,0
7310,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-1.3674864156707927,-0.1243657856067806,-0.3592054234871397,0.05820114480625471,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
2538,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.6973463972561218,-0.1243657856067806,0.13436351818803302,0.36395178770977216,-0.18902852844538837,1.2744839397207413,0.07108203045116027,1
5432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-1.1161839087652912,-0.1243657856067806,-0.43950338573203274,-0.7927086632742891,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
8868,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-1.6187889225762941,-0.1243657856067806,-0.3074302895300079,-0.6282955817129637,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
283,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.5298113926524541,-0.1243657856067806,-0.4267921252994435,1.7167541605564673,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
3748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-0.5298113926524541,-0.1243657856067806,-0.3781172987648944,-0.6600244220142721,-0.5533358305150782,3.2967645449906713,0.9305152733738551,1
6699,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.613578894954288,-0.1243657856067806,-0.42896234049525145,-0.3398515789737963,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
3001,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3.2397262109300695,-0.1243657856067806,-0.429582401979768,-0.08313641653593731,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
888,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.9486489041616234,-0.1243657856067806,0.03825398808796798,4.742531749290333,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
8047,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-0.7811138995579557,-0.1243657856067806,-0.46027544546333715,-0.27927833839857114,-0.5533358305150782,1.8875735349835707,0.07108203045116027,0
807,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.39163113266771826,-0.1243657856067806,-0.058165572754355334,0.4504849885315224,0.903893377763681,-0.4824295273010987,-0.35863459101018713,1
8135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.1403286257622167,-0.1243657856067806,-0.4438438161236486,-0.8878951841782144,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,0
5957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0.559166137271386,-0.1243657856067806,-0.04328409712595817,-0.864819663959081,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,0
9738,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1.3968411602897246,-0.1243657856067806,0.22334234121615776,2.853223531348787,-0.5533358305150782,3.1046021345351575,0.07108203045116027,0
6757,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,-1.1161839087652912,-0.1243657856067806,-0.39144862068200026,-0.9830817050821397,2.36112258604244,2.93989149700186,1.3602318948352023,0
8382,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,-1.199951411067125,8.040796712061926,-0.5514244836872698,-0.6917532623155805,0.5395860756939912,-0.4824295273010987,-0.35863459101018713,0
3988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,-0.3622763880487864,-0.1243657856067806,-0.3263421648077626,-0.12640301694681244,-0.5533358305150782,7.341325755530533,0.5007986519125076,1
3296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-0.7811138995579557,-0.1243657856067806,-0.3678862842703714,-0.5619534610829552,-0.18902852844538837,0.7437496632245604,1.7899485162965496,1
7679,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-0.11097388114328487,-0.1243657856067806,-0.44415384686590687,-0.8042464233838559,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
5111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.199951411067125,-0.1243657856067806,0.016861866872147052,-0.5071491005625134,-0.18902852844538837,1.3293874855651737,0.5007986519125076,1
10060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.6973463972561218,-0.1243657856067806,2.1619645725571472,-0.6946377023429723,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
5281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-1.3674864156707927,-0.1243657856067806,-0.37966745247618583,-0.07159865642637063,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
742,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0.5298113926524541,-0.1243657856067806,-0.3678862842703714,0.20819202623062177,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,1
9798,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.22409612806405055,-0.1243657856067806,0.47105690428051894,-0.8215530635482059,-0.18902852844538837,0.9084603007578579,0.9305152733738551,0
8093,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1.3130736579878908,-0.1243657856067806,-0.45159458468010544,-0.9023173843151728,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
5501,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,-0.3622763880487864,-0.1243657856067806,-0.2469742947896444,-0.608104501521222,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,0
3972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.8156786717988938,-0.1243657856067806,0.9733067067389234,1.6763720001729838,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
691,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.47539863496955215,-0.1243657856067806,0.29123907377071984,1.1283283949685659,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
8703,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-1.0324164064634573,-0.1243657856067806,1.352474304520793,-0.5129179806172968,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
3527,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.2293061556860567,-0.1243657856067806,-0.20791042126510184,-0.43792253990511326,-0.5533358305150782,1.164676848031876,0.07108203045116027,1
6787,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,-0.11097388114328487,-0.1243657856067806,-0.00763056176625662,0.0033967842858129045,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
6540,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,-0.44604389035062025,-0.1243657856067806,-0.6472239830450764,-0.30235385861770453,-0.5533358305150782,1.8967241259576428,0.5007986519125076,0
1400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.559166137271386,-0.1243657856067806,0.793178845486866,0.07262334494321308,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
716,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0.47539863496955215,-0.1243657856067806,-0.3520747164151994,1.7946340412960426,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
578,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0.6429336395732198,-0.1243657856067806,-0.3021597669116172,1.7513674408851674,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
2240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.061771151082389,-0.1243657856067806,-0.4156310185781456,-0.582144541274697,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
5877,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-0.2785088857469526,-0.1243657856067806,-0.4233817871346025,-0.6917532623155805,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
9787,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.2293061556860567,-0.1243657856067806,-0.3406035789516432,-0.8503974638221227,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,0
1953,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,-0.2785088857469526,-0.1243657856067806,0.8883582833601562,0.9148798329415819,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
8363,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,-0.44604389035062025,-0.1243657856067806,-0.20760039052284357,-1.0667304658764982,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
1985,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.9486489041616234,-0.1243657856067806,-0.3604455464561728,0.560093709572406,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
5925,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,-0.613578894954288,-0.1243657856067806,0.3268926091304214,-0.7090599024799306,-0.5533358305150782,2.601319630961193,0.5007986519125076,0
4749,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-1.199951411067125,-0.1243657856067806,0.06243638598411338,1.197554955625966,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
9606,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0.559166137271386,-0.1243657856067806,-0.5411934691927467,-0.7494420628634141,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
1486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.1947413834451187,-0.1243657856067806,-0.27642721530418046,0.8543065923663568,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
5676,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,-0.1947413834451187,-0.1243657856067806,-0.5322025776672568,-0.5648379011103469,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
1613,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.737121197119066,-0.1243657856067806,-0.2699165697167567,-0.3052382986450962,0.903893377763681,-0.4824295273010987,-0.35863459101018713,1
7576,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1.145538653384223,-0.1243657856067806,0.23915390907132975,-0.8994329442877811,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
6845,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,-0.2785088857469526,-0.1243657856067806,-0.45624504581397957,-0.342736019001188,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,0
6824,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.22409612806405055,-0.1243657856067806,-0.0525850193937064,1.2004393956533577,0.17527877362430141,2.848385587261139,1.3602318948352023,0
7248,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0.05656112346038285,-0.1243657856067806,-0.4159410493204039,0.3610673476823805,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
10631,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-0.613578894954288,-0.1243657856067806,1.3289119681091641,-0.7927086632742891,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
6735,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,-1.0324164064634573,-0.1243657856067806,-0.3725367454042455,-0.8907796242056061,0.17527877362430141,2.7660302684944904,0.5007986519125076,0
6665,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0.8942361464787214,-0.1243657856067806,-0.410360495959755,-0.5158024206446884,1.2682006798333707,-0.4824295273010987,-0.35863459101018713,0
375,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0.3622763880487864,-0.1243657856067806,0.028643035077961475,0.7418134312980815,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
6000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1.4806086625915584,-0.1243657856067806,1.4482738038785996,0.5831692297915394,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
10650,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0.027206378841451006,-0.1243657856067806,-0.3737768683732786,-0.5850289813020886,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,0
9885,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.7811138995579557,-0.1243657856067806,0.20846086558776059,-0.7119443425073223,-0.18902852844538837,0.9359120736800741,2.6493817592192443,0
9777,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,-0.3622763880487864,-0.1243657856067806,-0.43423286311364206,0.34087626749063876,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
9345,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,-0.8648814018597896,-0.1243657856067806,-0.11583129081439436,-0.26774057828900444,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
338,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1.061771151082389,-0.1243657856067806,-0.3579653005181066,1.3446613970229413,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
625,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.8942361464787214,-0.1243657856067806,-0.18031768520411542,0.9293020330785403,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
1528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,-0.5298113926524541,-0.1243657856067806,-0.3545549623532656,0.6408580303393729,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
7944,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.1403286257622167,-0.1243657856067806,0.6766072863977549,-0.6859843822607972,0.5395860756939912,-0.4824295273010987,-0.35863459101018713,0
10681,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,-0.6973463972561218,-0.1243657856067806,-0.37036653020843757,0.02070342445016295,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
5802,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,-0.1947413834451187,-0.1243657856067806,-0.3650960075900469,-0.5417623808912135,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
10112,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.4806086625915584,-0.1243657856067806,0.618011476110941,-0.44946030001467996,0.5395860756939912,-0.4824295273010987,-0.35863459101018713,0
4826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.6973463972561218,-0.1243657856067806,-0.40819028076394703,0.10723662527191317,-0.18902852844538837,0.36857543328760495,1.3602318948352023,1
11144,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1.5643761648933923,-0.1243657856067806,-0.47763716702980047,-0.4119625796585882,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
2847,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1.061771151082389,-0.1243657856067806,-0.40322978888781463,-0.6629088620416638,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
3807,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,-0.613578894954288,-0.1243657856067806,-0.47763716702980047,-0.3196604987820546,-0.5533358305150782,3.827498821486852,0.5007986519125076,1
7580,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,-0.44604389035062025,-0.1243657856067806,-0.47763716702980047,0.4937515889423975,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
1178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.9486489041616234,-0.1243657856067806,-0.38059754470296064,2.160957924774785,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
2795,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,-0.6973463972561218,-0.1243657856067806,-0.27363693862385596,-0.1869762575220376,-0.5533358305150782,1.4300439862799665,0.07108203045116027,1
531,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0.22409612806405055,-0.1243657856067806,0.9974891046350688,0.9812219535715905,1.2682006798333707,-0.4824295273010987,-0.35863459101018713,1
4971,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.7267011418750536,-0.1243657856067806,-0.4041598811145895,-0.5850289813020886,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
2863,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-1.2837189133689588,-0.1243657856067806,-0.4639958143704364,-0.44657585998728827,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
9962,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0.8942361464787214,-0.1243657856067806,-0.29068862944806106,-0.8446285837673393,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
5139,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.7811138995579557,-0.1243657856067806,-0.36974646872392103,1.5984921194334087,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
4003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-1.0324164064634573,-0.1243657856067806,-0.15055473394732108,0.1591565457649633,-0.5533358305150782,5.044527421038439,0.07108203045116027,1
4821,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-1.199951411067125,-0.1243657856067806,0.9674161226360162,-0.7436731828086307,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
4814,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1.4806086625915584,-0.1243657856067806,-0.47763716702980047,1.269665956310758,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
835,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.7267011418750536,-0.1243657856067806,-0.012281022900130735,1.6561809199812423,0.5395860756939912,-0.4824295273010987,-0.35863459101018713,1
5967,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.11097388114328487,-0.1243657856067806,-0.22217183540898244,-0.03698537609767053,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
10116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,-0.613578894954288,-0.1243657856067806,-0.34122364043615977,0.21107646625801343,-0.18902852844538837,2.6836749497278416,0.5007986519125076,0
3126,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.44604389035062025,-0.1243657856067806,-0.41501095709362906,-0.16966961735768754,-0.5533358305150782,0.6247919805616233,0.9305152733738551,1
10935,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,-0.11097388114328487,-0.1243657856067806,-0.04514428157950781,-0.7205976625894973,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
10830,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.613578894954288,-0.1243657856067806,-0.47763716702980047,-0.6398333418225304,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
1607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-0.8648814018597896,-0.1243657856067806,-0.2680563852632071,-0.7148287825347139,-0.18902852844538837,2.6653737677796974,0.5007986519125076,1
8625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,-1.199951411067125,-0.1243657856067806,1.1388631231048418,-0.8013619833564641,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
8793,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.2785088857469526,-0.1243657856067806,-0.2637159548715912,-0.9744283849999646,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
6913,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.559166137271386,-0.1243657856067806,-0.4618255991746285,-0.8532819038495143,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
9584,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.5643761648933923,-0.1243657856067806,-0.34928443973487494,-0.6484866619047055,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
2209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.7811138995579557,-0.1243657856067806,-0.2751870923351474,-0.8302063836303809,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
622,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0.22409612806405055,8.040796712061926,-0.4788772899988336,1.2004393956533577,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
3468,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1.8156786717988938,-0.1243657856067806,3.2635037998007954,0.8312310721472234,-0.5533358305150782,1.2744839397207413,0.07108203045116027,1
10065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.44604389035062025,-0.1243657856067806,0.0850686301689674,0.04377894466929634,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
10826,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-1.4512539179726265,-0.1243657856067806,-0.32479201109647127,-0.8273219436029893,0.5395860756939912,2.802632632390779,0.07108203045116027,0
4251,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.39163113266771826,-0.1243657856067806,-0.4763970440607674,-0.2994694185903129,-0.5533358305150782,1.915025307905787,1.7899485162965496,1
